Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,1e-05,
Horizontal Delay,0,
Sample Interval,1e-08,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,5.03,0
Vertical Scale,1,2
Vertical Position,2.2,-2.8
,,
,,
,,
Label,,
TIME,CH1,CH2
-4.912e-05,4.71,3.6
-4.911e-05,4.75,3.52
-4.910e-05,4.67,3.68
-4.909e-05,4.67,3.52
-4.908e-05,4.75,3.6
-4.907e-05,4.71,3.68
-4.906e-05,4.67,3.6
-4.905e-05,4.75,3.52
-4.904e-05,4.71,3.6
-4.903e-05,4.71,3.44
-4.902e-05,4.71,3.6
-4.901e-05,4.71,3.52
-4.900e-05,4.71,3.68
-4.899e-05,4.71,3.52
-4.898e-05,4.75,3.6
-4.897e-05,4.71,3.68
-4.896e-05,4.71,3.52
-4.895e-05,4.75,3.68
-4.894e-05,4.71,3.6
-4.893e-05,4.71,3.68
-4.892e-05,4.71,3.68
-4.891e-05,4.71,3.6
-4.890e-05,4.71,3.6
-4.889e-05,4.71,3.52
-4.888e-05,4.71,3.6
-4.887e-05,4.71,3.68
-4.886e-05,4.75,3.6
-4.885e-05,4.71,3.68
-4.884e-05,4.75,3.6
-4.883e-05,4.71,3.6
-4.882e-05,4.71,3.6
-4.881e-05,4.71,3.6
-4.880e-05,4.71,3.68
-4.879e-05,4.71,3.52
-4.878e-05,4.75,3.6
-4.877e-05,4.71,3.6
-4.876e-05,4.71,3.6
-4.875e-05,4.71,3.68
-4.874e-05,4.71,3.68
-4.873e-05,4.71,3.6
-4.872e-05,4.75,3.68
-4.871e-05,4.71,3.6
-4.870e-05,4.71,3.6
-4.869e-05,4.71,3.6
-4.868e-05,4.71,3.68
-4.867e-05,4.67,3.6
-4.866e-05,4.71,3.68
-4.865e-05,4.67,3.6
-4.864e-05,4.71,3.6
-4.863e-05,4.67,3.6
-4.862e-05,4.71,3.6
-4.861e-05,4.71,3.6
-4.860e-05,4.71,3.6
-4.859e-05,4.75,3.6
-4.858e-05,4.71,3.6
-4.857e-05,4.75,3.6
-4.856e-05,4.71,3.6
-4.855e-05,4.75,3.6
-4.854e-05,4.75,3.6
-4.853e-05,4.71,3.52
-4.852e-05,4.75,3.52
-4.851e-05,4.75,3.6
-4.850e-05,4.67,3.6
-4.849e-05,4.75,3.6
-4.848e-05,4.71,3.6
-4.847e-05,4.75,3.52
-4.846e-05,4.71,3.68
-4.845e-05,4.71,3.6
-4.844e-05,4.79,3.6
-4.843e-05,4.71,3.6
-4.842e-05,4.75,3.68
-4.841e-05,4.71,3.52
-4.840e-05,4.75,3.52
-4.839e-05,4.75,3.6
-4.838e-05,4.71,3.68
-4.837e-05,4.71,3.52
-4.836e-05,4.67,3.6
-4.835e-05,4.67,3.68
-4.834e-05,4.75,3.6
-4.833e-05,4.71,3.6
-4.832e-05,4.71,3.52
-4.831e-05,4.71,3.6
-4.830e-05,4.71,3.6
-4.829e-05,4.71,3.68
-4.828e-05,4.75,3.52
-4.827e-05,4.71,3.6
-4.826e-05,4.71,3.6
-4.825e-05,4.75,3.6
-4.824e-05,4.71,3.68
-4.823e-05,4.71,3.52
-4.822e-05,4.71,3.6
-4.821e-05,4.75,3.6
-4.820e-05,4.75,3.6
-4.819e-05,4.71,3.6
-4.818e-05,4.67,3.52
-4.817e-05,4.71,3.6
-4.816e-05,4.75,3.6
-4.815e-05,4.67,3.6
-4.814e-05,4.71,3.6
-4.813e-05,4.67,3.6
-4.812e-05,4.75,3.68
-4.811e-05,4.71,3.6
-4.810e-05,4.71,3.6
-4.809e-05,4.71,3.44
-4.808e-05,4.71,3.6
-4.807e-05,4.71,3.6
-4.806e-05,4.75,3.68
-4.805e-05,4.75,3.6
-4.804e-05,4.71,3.52
-4.803e-05,4.71,3.6
-4.802e-05,4.71,3.6
-4.801e-05,4.71,3.6
-4.800e-05,4.71,3.68
-4.799e-05,4.71,3.68
-4.798e-05,4.75,3.6
-4.797e-05,4.75,3.6
-4.796e-05,4.71,3.6
-4.795e-05,4.71,3.6
-4.794e-05,4.71,3.52
-4.793e-05,4.75,3.6
-4.792e-05,4.75,3.6
-4.791e-05,4.71,3.68
-4.790e-05,4.71,3.52
-4.789e-05,4.71,3.68
-4.788e-05,4.75,3.6
-4.787e-05,4.71,3.68
-4.786e-05,4.75,3.44
-4.785e-05,4.71,3.6
-4.784e-05,4.71,3.6
-4.783e-05,4.71,3.52
-4.782e-05,4.71,3.52
-4.781e-05,4.75,3.68
-4.780e-05,4.71,3.52
-4.779e-05,4.71,3.6
-4.778e-05,4.71,3.6
-4.777e-05,4.71,3.6
-4.776e-05,4.71,3.52
-4.775e-05,4.71,3.6
-4.774e-05,4.71,3.6
-4.773e-05,4.71,3.68
-4.772e-05,4.67,3.68
-4.771e-05,4.71,3.6
-4.770e-05,4.71,3.6
-4.769e-05,4.75,3.6
-4.768e-05,4.71,3.52
-4.767e-05,4.71,3.6
-4.766e-05,4.71,3.6
-4.765e-05,4.71,3.6
-4.764e-05,4.71,3.6
-4.763e-05,4.71,3.6
-4.762e-05,4.71,3.52
-4.761e-05,4.75,3.6
-4.760e-05,4.71,3.44
-4.759e-05,4.71,3.52
-4.758e-05,4.67,3.68
-4.757e-05,4.71,3.6
-4.756e-05,4.71,3.6
-4.755e-05,4.71,3.6
-4.754e-05,4.67,3.6
-4.753e-05,4.75,3.6
-4.752e-05,4.71,3.68
-4.751e-05,4.71,3.44
-4.750e-05,4.75,3.6
-4.749e-05,4.71,3.52
-4.748e-05,4.71,3.52
-4.747e-05,4.75,3.6
-4.746e-05,4.71,3.6
-4.745e-05,4.75,3.6
-4.744e-05,4.75,3.6
-4.743e-05,4.71,3.6
-4.742e-05,4.71,3.6
-4.741e-05,4.75,3.6
-4.740e-05,4.75,3.6
-4.739e-05,4.75,3.6
-4.738e-05,4.71,3.6
-4.737e-05,4.71,3.6
-4.736e-05,4.71,3.6
-4.735e-05,4.71,3.6
-4.734e-05,4.75,3.6
-4.733e-05,4.75,3.6
-4.732e-05,4.75,3.6
-4.731e-05,4.75,3.6
-4.730e-05,4.71,3.52
-4.729e-05,4.71,3.52
-4.728e-05,4.71,3.6
-4.727e-05,4.67,3.6
-4.726e-05,4.71,3.52
-4.725e-05,4.75,3.6
-4.724e-05,4.75,3.6
-4.723e-05,4.71,3.6
-4.722e-05,4.75,3.6
-4.721e-05,4.75,3.6
-4.720e-05,4.75,3.6
-4.719e-05,4.71,3.6
-4.718e-05,4.75,3.6
-4.717e-05,4.71,3.52
-4.716e-05,4.75,3.52
-4.715e-05,4.71,3.52
-4.714e-05,4.71,3.6
-4.713e-05,4.71,3.6
-4.712e-05,4.75,3.6
-4.711e-05,4.71,3.52
-4.710e-05,4.75,3.52
-4.709e-05,4.71,3.52
-4.708e-05,4.75,3.68
-4.707e-05,4.67,3.52
-4.706e-05,4.75,3.68
-4.705e-05,4.71,3.6
-4.704e-05,4.75,3.6
-4.703e-05,4.75,3.6
-4.702e-05,4.71,3.6
-4.701e-05,4.71,3.6
-4.700e-05,4.75,3.52
-4.699e-05,4.75,3.52
-4.698e-05,4.75,3.68
-4.697e-05,4.71,3.6
-4.696e-05,4.75,3.44
-4.695e-05,4.75,3.52
-4.694e-05,4.75,3.6
-4.693e-05,4.75,3.52
-4.692e-05,4.75,3.6
-4.691e-05,4.75,3.6
-4.690e-05,4.75,3.6
-4.689e-05,4.71,3.68
-4.688e-05,4.71,3.6
-4.687e-05,4.75,3.6
-4.686e-05,4.75,3.52
-4.685e-05,4.71,3.6
-4.684e-05,4.71,3.6
-4.683e-05,4.67,3.6
-4.682e-05,4.71,3.52
-4.681e-05,4.71,3.52
-4.680e-05,4.71,3.6
-4.679e-05,4.75,3.52
-4.678e-05,4.75,3.6
-4.677e-05,4.75,3.6
-4.676e-05,4.75,3.6
-4.675e-05,4.71,3.6
-4.674e-05,4.71,3.68
-4.673e-05,4.71,3.52
-4.672e-05,4.79,3.6
-4.671e-05,4.71,3.6
-4.670e-05,4.75,3.6
-4.669e-05,4.71,3.6
-4.668e-05,4.75,3.6
-4.667e-05,4.75,3.6
-4.666e-05,4.75,3.6
-4.665e-05,4.71,3.52
-4.664e-05,4.75,3.6
-4.663e-05,4.75,3.52
-4.662e-05,4.75,3.6
-4.661e-05,4.75,3.6
-4.660e-05,4.71,3.52
-4.659e-05,4.79,3.52
-4.658e-05,4.71,3.6
-4.657e-05,4.71,3.6
-4.656e-05,4.71,3.52
-4.655e-05,4.67,3.6
-4.654e-05,4.75,3.6
-4.653e-05,4.75,3.68
-4.652e-05,4.75,3.6
-4.651e-05,4.75,3.6
-4.650e-05,4.75,3.6
-4.649e-05,4.71,3.6
-4.648e-05,4.75,3.6
-4.647e-05,4.71,3.6
-4.646e-05,4.75,3.52
-4.645e-05,4.75,3.6
-4.644e-05,4.75,3.6
-4.643e-05,4.75,3.6
-4.642e-05,4.75,3.68
-4.641e-05,4.75,3.6
-4.640e-05,4.75,3.6
-4.639e-05,4.71,3.68
-4.638e-05,4.75,3.52
-4.637e-05,4.71,3.68
-4.636e-05,4.75,3.6
-4.635e-05,4.71,3.52
-4.634e-05,4.75,3.6
-4.633e-05,4.71,3.6
-4.632e-05,4.75,3.52
-4.631e-05,4.75,3.52
-4.630e-05,4.71,3.6
-4.629e-05,4.71,3.6
-4.628e-05,4.75,3.52
-4.627e-05,4.75,3.6
-4.626e-05,4.75,3.6
-4.625e-05,4.75,3.6
-4.624e-05,4.75,3.52
-4.623e-05,4.71,3.6
-4.622e-05,4.75,3.6
-4.621e-05,4.75,3.52
-4.620e-05,4.75,3.6
-4.619e-05,4.71,3.52
-4.618e-05,4.71,3.68
-4.617e-05,4.79,3.68
-4.616e-05,4.75,3.6
-4.615e-05,4.71,3.6
-4.614e-05,4.75,3.6
-4.613e-05,4.71,3.6
-4.612e-05,4.79,3.6
-4.611e-05,4.75,3.6
-4.610e-05,4.71,3.6
-4.609e-05,4.71,3.6
-4.608e-05,4.75,3.68
-4.607e-05,4.75,3.6
-4.606e-05,4.79,3.6
-4.605e-05,4.75,3.6
-4.604e-05,4.75,3.6
-4.603e-05,4.71,3.6
-4.602e-05,4.75,3.6
-4.601e-05,4.71,3.6
-4.600e-05,4.75,3.6
-4.599e-05,4.75,3.6
-4.598e-05,4.79,3.6
-4.597e-05,4.71,3.6
-4.596e-05,4.75,3.6
-4.595e-05,4.75,3.6
-4.594e-05,4.71,3.52
-4.593e-05,4.75,3.52
-4.592e-05,4.75,3.6
-4.591e-05,4.75,3.6
-4.590e-05,4.75,3.6
-4.589e-05,4.75,3.52
-4.588e-05,4.75,3.68
-4.587e-05,4.75,3.6
-4.586e-05,4.71,3.6
-4.585e-05,4.71,3.6
-4.584e-05,4.75,3.6
-4.583e-05,4.75,3.68
-4.582e-05,4.75,3.6
-4.581e-05,4.75,3.6
-4.580e-05,4.75,3.52
-4.579e-05,4.75,2.8
-4.578e-05,4.75,1.2
-4.577e-05,4.71,0.4
-4.576e-05,4.75,0.4
-4.575e-05,4.75,0.32
-4.574e-05,4.75,0.24
-4.573e-05,4.75,0.4
-4.572e-05,4.75,0.64
-4.571e-05,4.71,0.64
-4.570e-05,4.71,0.72
-4.569e-05,4.75,0.64
-4.568e-05,4.79,0.64
-4.567e-05,4.75,0.72
-4.566e-05,4.75,0.64
-4.565e-05,4.75,0.72
-4.564e-05,4.75,0.64
-4.563e-05,4.91,0.64
-4.562e-05,4.83,0.56
-4.561e-05,4.71,0.56
-4.560e-05,4.71,0.64
-4.559e-05,4.47,1.2
-4.558e-05,4.19,2
-4.557e-05,4.95,2.16
-4.556e-05,5.47,1.36
-4.555e-05,4.31,1.12
-4.554e-05,3.63,1.6
-4.553e-05,4.59,1.84
-4.552e-05,5.75,0.24
-4.551e-05,5.23,0.08
-4.550e-05,4.31,1.36
-4.549e-05,4.39,0.96
-4.548e-05,4.99,8.88178e-16
-4.547e-05,5.11,0.32
-4.546e-05,4.95,0.72
-4.545e-05,4.47,0.8
-4.544e-05,4.15,0.48
-4.543e-05,4.63,0.48
-4.542e-05,5.23,0.72
-4.541e-05,5.11,0.72
-4.540e-05,4.43,0.64
-4.539e-05,4.35,0.72
-4.538e-05,5.03,0.48
-4.537e-05,5.27,0.4
-4.536e-05,4.79,0.56
-4.535e-05,4.31,0.64
-4.534e-05,4.43,0.64
-4.533e-05,4.95,0.56
-4.532e-05,5.11,0.56
-4.531e-05,4.67,0.64
-4.530e-05,4.27,0.64
-4.529e-05,4.47,0.56
-4.528e-05,5.07,0.64
-4.527e-05,5.23,0.64
-4.526e-05,4.63,0.56
-4.525e-05,4.19,0.64
-4.524e-05,4.59,0.64
-4.523e-05,5.19,0.64
-4.522e-05,5.15,0.64
-4.521e-05,4.51,0.64
-4.520e-05,4.23,0.64
-4.519e-05,4.63,0.56
-4.518e-05,5.15,0.56
-4.517e-05,4.95,0.64
-4.516e-05,4.51,0.64
-4.515e-05,4.35,0.64
-4.514e-05,4.75,0.64
-4.513e-05,5.11,0.64
-4.512e-05,4.83,0.56
-4.511e-05,4.47,0.56
-4.510e-05,4.55,0.64
-4.509e-05,4.95,0.64
-4.508e-05,5.03,0.56
-4.507e-05,4.75,0.56
-4.506e-05,4.47,0.64
-4.505e-05,4.63,0.56
-4.504e-05,4.87,0.56
-4.503e-05,4.91,0.72
-4.502e-05,4.71,0.56
-4.501e-05,4.43,0.64
-4.500e-05,4.55,0.64
-4.499e-05,4.87,0.72
-4.498e-05,4.99,0.64
-4.497e-05,4.75,0.64
-4.496e-05,4.55,0.64
-4.495e-05,4.67,0.64
-4.494e-05,4.91,0.56
-4.493e-05,4.91,0.64
-4.492e-05,4.71,0.64
-4.491e-05,4.55,0.56
-4.490e-05,4.71,0.56
-4.489e-05,4.91,0.64
-4.488e-05,4.83,0.48
-4.487e-05,4.67,0.72
-4.486e-05,4.63,0.72
-4.485e-05,4.71,0.64
-4.484e-05,4.87,0.72
-4.483e-05,4.75,0.64
-4.482e-05,4.63,0.64
-4.481e-05,4.63,0.64
-4.480e-05,4.79,0.72
-4.479e-05,4.83,0.56
-4.478e-05,4.79,0.72
-4.477e-05,4.67,0.64
-4.476e-05,4.67,0.56
-4.475e-05,4.79,0.56
-4.474e-05,4.79,0.64
-4.473e-05,4.75,0.72
-4.472e-05,4.67,0.64
-4.471e-05,4.67,0.64
-4.470e-05,4.75,0.64
-4.469e-05,4.75,0.64
-4.468e-05,4.75,0.64
-4.467e-05,4.71,0.72
-4.466e-05,4.75,0.64
-4.465e-05,4.75,0.64
-4.464e-05,4.79,0.64
-4.463e-05,4.71,0.64
-4.462e-05,4.71,0.64
-4.461e-05,4.75,0.64
-4.460e-05,4.71,0.64
-4.459e-05,4.75,0.64
-4.458e-05,4.71,0.64
-4.457e-05,4.75,0.64
-4.456e-05,4.71,0.64
-4.455e-05,4.75,0.64
-4.454e-05,4.75,0.64
-4.453e-05,4.71,0.72
-4.452e-05,4.75,0.8
-4.451e-05,4.79,0.72
-4.450e-05,4.75,0.64
-4.449e-05,4.75,0.64
-4.448e-05,4.75,0.72
-4.447e-05,4.75,0.72
-4.446e-05,4.79,0.72
-4.445e-05,4.75,0.72
-4.444e-05,4.75,0.72
-4.443e-05,4.71,0.64
-4.442e-05,4.75,0.64
-4.441e-05,4.79,0.72
-4.440e-05,4.71,0.64
-4.439e-05,4.71,0.72
-4.438e-05,4.75,0.64
-4.437e-05,4.71,0.64
-4.436e-05,4.83,0.64
-4.435e-05,4.75,0.72
-4.434e-05,4.75,0.72
-4.433e-05,4.75,0.64
-4.432e-05,4.83,0.72
-4.431e-05,4.75,0.72
-4.430e-05,4.75,0.64
-4.429e-05,4.75,0.72
-4.428e-05,4.79,0.64
-4.427e-05,4.79,0.72
-4.426e-05,4.79,0.72
-4.425e-05,4.75,0.64
-4.424e-05,4.75,0.72
-4.423e-05,4.79,0.72
-4.422e-05,4.75,0.72
-4.421e-05,4.71,0.72
-4.420e-05,4.75,0.72
-4.419e-05,4.75,0.72
-4.418e-05,4.79,0.64
-4.417e-05,4.79,0.64
-4.416e-05,4.79,0.64
-4.415e-05,4.75,0.64
-4.414e-05,4.75,0.72
-4.413e-05,4.75,0.72
-4.412e-05,4.75,0.64
-4.411e-05,4.79,0.72
-4.410e-05,4.75,0.64
-4.409e-05,4.71,0.64
-4.408e-05,4.75,0.64
-4.407e-05,4.75,0.72
-4.406e-05,4.75,0.64
-4.405e-05,4.75,0.64
-4.404e-05,4.75,0.64
-4.403e-05,4.79,0.72
-4.402e-05,4.79,0.72
-4.401e-05,4.75,0.64
-4.400e-05,4.71,0.64
-4.399e-05,4.75,0.72
-4.398e-05,4.75,0.64
-4.397e-05,4.79,0.8
-4.396e-05,4.71,0.64
-4.395e-05,4.75,0.72
-4.394e-05,4.79,0.64
-4.393e-05,4.79,0.64
-4.392e-05,4.75,0.64
-4.391e-05,4.75,0.64
-4.390e-05,4.75,0.72
-4.389e-05,4.79,0.64
-4.388e-05,4.75,0.64
-4.387e-05,4.79,0.64
-4.386e-05,4.75,0.64
-4.385e-05,4.75,0.64
-4.384e-05,4.79,0.64
-4.383e-05,4.75,0.72
-4.382e-05,4.75,0.72
-4.381e-05,4.75,0.64
-4.380e-05,4.71,0.64
-4.379e-05,4.75,0.64
-4.378e-05,4.75,0.72
-4.377e-05,4.75,0.64
-4.376e-05,4.75,0.72
-4.375e-05,4.75,0.56
-4.374e-05,4.75,0.64
-4.373e-05,4.75,0.72
-4.372e-05,4.75,0.64
-4.371e-05,4.71,0.64
-4.370e-05,4.79,0.64
-4.369e-05,4.75,0.72
-4.368e-05,4.75,0.72
-4.367e-05,4.71,0.64
-4.366e-05,4.75,0.64
-4.365e-05,4.75,0.64
-4.364e-05,4.75,0.72
-4.363e-05,4.75,0.72
-4.362e-05,4.75,0.64
-4.361e-05,4.75,0.72
-4.360e-05,4.75,0.64
-4.359e-05,4.71,0.64
-4.358e-05,4.75,0.72
-4.357e-05,4.75,0.64
-4.356e-05,4.75,0.72
-4.355e-05,4.75,0.64
-4.354e-05,4.71,0.64
-4.353e-05,4.75,0.64
-4.352e-05,4.75,0.72
-4.351e-05,4.75,0.72
-4.350e-05,4.71,0.64
-4.349e-05,4.75,0.56
-4.348e-05,4.75,0.64
-4.347e-05,4.79,0.72
-4.346e-05,4.71,0.64
-4.345e-05,4.75,0.56
-4.344e-05,4.75,0.56
-4.343e-05,4.75,0.72
-4.342e-05,4.71,0.72
-4.341e-05,4.75,0.72
-4.340e-05,4.71,0.64
-4.339e-05,4.75,0.64
-4.338e-05,4.75,0.72
-4.337e-05,4.79,0.64
-4.336e-05,4.75,0.72
-4.335e-05,4.75,0.64
-4.334e-05,4.71,0.8
-4.333e-05,4.75,0.72
-4.332e-05,4.75,0.64
-4.331e-05,4.71,0.64
-4.330e-05,4.75,0.64
-4.329e-05,4.75,0.64
-4.328e-05,4.75,0.64
-4.327e-05,4.75,0.64
-4.326e-05,4.75,0.64
-4.325e-05,4.75,0.64
-4.324e-05,4.75,0.64
-4.323e-05,4.75,0.64
-4.322e-05,4.75,0.64
-4.321e-05,4.71,0.72
-4.320e-05,4.75,0.64
-4.319e-05,4.75,0.64
-4.318e-05,4.71,0.64
-4.317e-05,4.75,0.64
-4.316e-05,4.75,0.64
-4.315e-05,4.71,0.64
-4.314e-05,4.75,0.72
-4.313e-05,4.75,0.8
-4.312e-05,4.71,0.72
-4.311e-05,4.71,0.8
-4.310e-05,4.75,0.64
-4.309e-05,4.75,0.72
-4.308e-05,4.79,0.64
-4.307e-05,4.71,0.72
-4.306e-05,4.75,0.64
-4.305e-05,4.75,0.64
-4.304e-05,4.71,0.64
-4.303e-05,4.75,0.64
-4.302e-05,4.75,0.72
-4.301e-05,4.75,0.64
-4.300e-05,4.75,0.64
-4.299e-05,4.75,0.72
-4.298e-05,4.75,0.64
-4.297e-05,4.75,0.56
-4.296e-05,4.75,0.64
-4.295e-05,4.75,0.72
-4.294e-05,4.75,0.64
-4.293e-05,4.75,0.64
-4.292e-05,4.75,0.8
-4.291e-05,4.75,0.56
-4.290e-05,4.75,0.72
-4.289e-05,4.71,0.72
-4.288e-05,4.75,0.64
-4.287e-05,4.75,0.64
-4.286e-05,4.75,0.72
-4.285e-05,4.75,0.64
-4.284e-05,4.75,0.64
-4.283e-05,4.71,0.72
-4.282e-05,4.71,0.72
-4.281e-05,4.71,0.64
-4.280e-05,4.71,0.64
-4.279e-05,4.75,0.72
-4.278e-05,4.75,0.72
-4.277e-05,4.71,0.64
-4.276e-05,4.71,0.64
-4.275e-05,4.71,0.72
-4.274e-05,4.71,0.64
-4.273e-05,4.75,0.72
-4.272e-05,4.71,0.64
-4.271e-05,4.75,0.72
-4.270e-05,4.75,0.64
-4.269e-05,4.71,0.64
-4.268e-05,4.75,0.72
-4.267e-05,4.71,0.64
-4.266e-05,4.75,0.64
-4.265e-05,4.71,0.64
-4.264e-05,4.75,0.64
-4.263e-05,4.79,0.72
-4.262e-05,4.75,0.64
-4.261e-05,4.75,0.72
-4.260e-05,4.75,0.64
-4.259e-05,4.75,0.64
-4.258e-05,4.75,0.64
-4.257e-05,4.75,0.8
-4.256e-05,4.71,0.72
-4.255e-05,4.75,0.72
-4.254e-05,4.75,0.72
-4.253e-05,4.75,0.64
-4.252e-05,4.71,0.64
-4.251e-05,4.75,0.64
-4.250e-05,4.75,0.72
-4.249e-05,4.71,0.72
-4.248e-05,4.79,0.72
-4.247e-05,4.75,0.64
-4.246e-05,4.75,0.64
-4.245e-05,4.71,0.72
-4.244e-05,4.75,0.64
-4.243e-05,4.75,0.72
-4.242e-05,4.71,0.72
-4.241e-05,4.71,0.64
-4.240e-05,4.75,0.64
-4.239e-05,4.75,0.64
-4.238e-05,4.75,0.8
-4.237e-05,4.75,0.64
-4.236e-05,4.71,0.72
-4.235e-05,4.75,0.72
-4.234e-05,4.79,0.72
-4.233e-05,4.75,0.72
-4.232e-05,4.75,0.72
-4.231e-05,4.79,0.72
-4.230e-05,4.75,0.64
-4.229e-05,4.75,0.72
-4.228e-05,4.75,0.72
-4.227e-05,4.75,0.64
-4.226e-05,4.71,0.72
-4.225e-05,4.79,0.64
-4.224e-05,4.71,0.72
-4.223e-05,4.75,0.72
-4.222e-05,4.79,0.72
-4.221e-05,4.75,0.64
-4.220e-05,4.75,0.72
-4.219e-05,4.71,0.64
-4.218e-05,4.71,0.64
-4.217e-05,4.75,0.72
-4.216e-05,4.71,0.8
-4.215e-05,4.75,0.64
-4.214e-05,4.75,0.72
-4.213e-05,4.75,0.64
-4.212e-05,4.75,0.72
-4.211e-05,4.75,0.64
-4.210e-05,4.71,0.72
-4.209e-05,4.71,0.72
-4.208e-05,4.71,0.64
-4.207e-05,4.75,0.72
-4.206e-05,4.71,0.64
-4.205e-05,4.75,0.64
-4.204e-05,4.79,0.64
-4.203e-05,4.71,0.8
-4.202e-05,4.71,0.72
-4.201e-05,4.71,0.64
-4.200e-05,4.75,0.64
-4.199e-05,4.75,0.64
-4.198e-05,4.71,0.72
-4.197e-05,4.75,0.72
-4.196e-05,4.71,0.64
-4.195e-05,4.75,0.72
-4.194e-05,4.71,0.72
-4.193e-05,4.71,0.72
-4.192e-05,4.71,0.72
-4.191e-05,4.71,0.64
-4.190e-05,4.75,0.72
-4.189e-05,4.79,0.64
-4.188e-05,4.71,0.72
-4.187e-05,4.75,0.72
-4.186e-05,4.79,0.72
-4.185e-05,4.75,0.72
-4.184e-05,4.75,0.64
-4.183e-05,4.71,0.72
-4.182e-05,4.75,0.56
-4.181e-05,4.75,0.64
-4.180e-05,4.79,0.72
-4.179e-05,4.75,0.64
-4.178e-05,4.71,0.64
-4.177e-05,4.75,0.64
-4.176e-05,4.75,0.64
-4.175e-05,4.71,0.64
-4.174e-05,4.71,0.72
-4.173e-05,4.75,0.72
-4.172e-05,4.71,0.72
-4.171e-05,4.71,0.64
-4.170e-05,4.71,0.72
-4.169e-05,4.71,0.64
-4.168e-05,4.75,0.64
-4.167e-05,4.75,0.64
-4.166e-05,4.67,0.64
-4.165e-05,4.71,0.72
-4.164e-05,4.75,0.64
-4.163e-05,4.71,0.56
-4.162e-05,4.67,0.64
-4.161e-05,4.75,0.64
-4.160e-05,4.71,0.72
-4.159e-05,4.67,0.72
-4.158e-05,4.71,0.72
-4.157e-05,4.75,0.64
-4.156e-05,4.71,0.72
-4.155e-05,4.71,0.72
-4.154e-05,4.71,0.64
-4.153e-05,4.71,0.64
